TARGET_CLASS,search_budget,Total_Time,Length,Size,LineCoverage,BranchCoverage,OutputCoverage,WeakMutationScore,Implicit_MethodExceptions,MutationScore
com.sap.netweaver.porta.core.snippets.SnippetPing,180,192214,2,2,0.6666666666666666,1.0,1.0,0.8571428571428571,0,0.0
Newzgrabber.OptionsPanel,180,233787,1,1,0.0,0.013333333333333334,0.0,0.0,1,0.0
Newzgrabber.PassEnc,180,201854,14,10,1.0,1.0,0.6666666666666666,0.9743589743589743,3,0.8076923076923077
Newzgrabber.SubjectParser,180,221668,23,12,0.6826923076923077,0.8387096774193549,0.5333333333333333,0.8192090395480226,1,0.5027932960893855
src.feudalismGUI.GridLayout2,180,288401,95,24,0.96,0.9069767441860465,0.8571428571428571,0.9340659340659341,5,0.432967032967033
com.sap.netweaver.porta.core.snippets.SnippetJ2EEGetProcessList,180,192300,2,2,0.2,0.25,1.0,0.0,1,0.0
com.sap.netweaver.porta.core.snippets.SnippetGetApplications,180,193885,3,2,0.08333333333333333,0.14285714285714285,1.0,0.0,1,0.0
Newzgrabber.AboutPanel,180,230490,1,1,0.0,1.0,1.0,1.0,1,0.0
Newzgrabber.NewsFile,180,215237,21,15,1.0,1.0,0.8888888888888888,0.96875,0,0.8125
com.sap.netweaver.porta.core.nw7.CoreModuleImpl,180,195012,9,3,0.8888888888888888,0.75,1.0,1.0,1,0.0
com.sap.netweaver.porta.core.DeployResultStatus,180,195364,6,5,0.625,1.0,0.4,0.8666666666666667,0,0.7333333333333333
com.sap.netweaver.porta.core.mock.DeployManagerMock,180,193714,11,5,0.35,0.2,0.0,0.0,0,0.0
com.sap.netweaver.porta.core.mock.ServerFactory,180,192342,4,2,1.0,1.0,0.5,1.0,0,1.0
com.sap.netweaver.porta.core.mock.ServerMock,180,194240,12,5,1.0,1.0,0.38461538461538464,1.0,0,1.0
com.sap.netweaver.porta.core.mock.LifecycleManagerMock,180,195776,12,6,0.22033898305084745,0.2,0.3333333333333333,0.09523809523809523,0,0.0
com.sap.netweaver.porta.core.mock.CoreModuleMock,180,200162,23,6,0.8571428571428571,0.6875,0.5,0.6666666666666666,2,0.06666666666666667
Newzgrabber.MultiLineLabel,180,294025,114,39,1.0,0.9705882352941176,0.8695652173913043,0.9853095487932844,11,0.4119960668633235
src.Fiefdoms,180,384377,1290,137,0.9761904761904762,0.9736842105263158,0.7922077922077922,0.9704433497536946,4,0.226457399103139
com.eteks.sweethome3d.model.LightSource,180,26995,41,16,1.0,1.0,1.0,1.0,0,1.0
com.eteks.sweethome3d.model.RecorderException,180,16991,4,3,1.0,1.0,1.0,1.0,0,1.0
com.eteks.sweethome3d.model.InterruptedRecorderException,180,15616,2,2,1.0,1.0,1.0,1.0,0,1.0
net.sourceforge.squirrel_sql.fw.util.BareBonesBrowserLaunch,180,192373,6,4,0.4583333333333333,0.42857142857142855,1.0,0.7796610169491526,3,0.0
net.sourceforge.squirrel_sql.fw.util.LocaleUtils,180,205105,12,2,1.0,1.0,0.3333333333333333,0.9333333333333333,1,0.0
Newzgrabber.Downloader,180,288663,72,25,0.16714697406340057,0.11940298507462686,0.9166666666666666,0.22058823529411764,2,0.11739130434782609
net.sourceforge.squirrel_sql.fw.util.ExtensionFilter,180,198046,24,8,1.0,1.0,0.8,0.9148936170212766,1,0.851063829787234
com.eteks.sweethome3d.model.Sash,180,25206,30,15,1.0,1.0,1.0,1.0,0,1.0
net.sourceforge.squirrel_sql.fw.util.FileWrapperFactoryImpl,180,207930,108,33,1.0,1.0,0.7738095238095238,1.0,10,1.0
com.eteks.sweethome3d.model.BackgroundImage,180,73446,91,31,1.0,1.0,1.0,1.0,0,0.98
net.sourceforge.squirrel_sql.fw.util.SystemProperties,180,192711,3,3,0.6,1.0,0.36363636363636365,1.0,0,1.0
net.sourceforge.squirrel_sql.fw.util.FileExtensionFilter,180,198469,37,10,1.0,1.0,0.7142857142857143,0.8823529411764706,3,0.8809523809523809
net.sourceforge.squirrel_sql.fw.util.NullMessageHandler,180,194185,12,5,0.75,1.0,0.5,1.0,0,1.0
net.sourceforge.squirrel_sql.fw.util.StringManagerFactory,180,192594,4,3,0.7692307692307693,0.7142857142857143,0.0,0.9090909090909091,1,0.0
net.sourceforge.squirrel_sql.fw.util.EnumerationIterator,180,194385,19,6,1.0,1.0,1.0,1.0,2,0.5
net.sourceforge.squirrel_sql.fw.util.BaseException,180,197584,27,10,0.7931034482758621,0.7647058823529411,0.6,0.5,2,0.375
net.sourceforge.squirrel_sql.fw.util.ListMessageHandler,180,198156,26,10,1.0,1.0,0.6666666666666666,1.0,0,1.0
net.sourceforge.squirrel_sql.fw.util.BaseRuntimeException,180,197944,33,13,1.0,1.0,0.6,1.0,3,0.375
net.sourceforge.squirrel_sql.fw.util.TaskExecuter,180,189905,1,1,0.15384615384615385,0.1,1.0,0.0,0,0.0
Newzgrabber.BufferedCustomInputStream,180,402188,435,35,0.8352941176470589,0.7777777777777778,0.75,0.8141025641025641,4,0.27419354838709675
net.sourceforge.squirrel_sql.fw.util.ThreadSafeDateFormat,180,190509,13,8,1.0,1.0,0.0,1.0,5,0.15789473684210525
net.sourceforge.squirrel_sql.fw.util.beanwrapper.PointWrapperBeanInfo,180,189764,2,1,0.7142857142857143,1.0,0.3333333333333333,1.0,0,0.8333333333333334
net.sourceforge.squirrel_sql.fw.util.beanwrapper.URLWrapperBeanInfo,180,192565,2,1,0.6666666666666666,1.0,0.3333333333333333,1.0,0,1.0
net.sourceforge.squirrel_sql.fw.util.beanwrapper.PointWrapper,180,200821,37,12,1.0,1.0,0.9230769230769231,1.0,0,0.96
net.sourceforge.squirrel_sql.fw.util.beanwrapper.DimensionWrapper,180,202925,38,11,1.0,1.0,0.9230769230769231,1.0,0,1.0
net.sourceforge.squirrel_sql.fw.util.beanwrapper.StringWrapperBeanInfo,180,190470,2,1,0.6666666666666666,1.0,0.3333333333333333,1.0,0,1.0
net.sourceforge.squirrel_sql.fw.util.beanwrapper.URLWrapper,180,194517,19,7,1.0,1.0,0.5,1.0,0,1.0
net.sourceforge.squirrel_sql.fw.util.EmptyIterator,180,194784,6,3,1.0,1.0,0.25,1.0,0,1.0
net.sourceforge.squirrel_sql.fw.util.StringUtilities,180,270549,48,41,0.9207920792079208,0.8846153846153846,0.5555555555555556,0.8476394849785408,10,0.47854077253218885
net.sourceforge.squirrel_sql.fw.util.ObjectCache,180,233690,38,10,0.59375,0.5277777777777778,0.5714285714285714,0.09375,3,0.078125
net.sourceforge.squirrel_sql.fw.util.beanwrapper.RectangleWrapper,180,209797,69,20,1.0,1.0,0.9777777777777777,1.0,0,0.972972972972973
net.sourceforge.squirrel_sql.fw.util.ObjectCacheChangeEvent,180,227372,7,3,1.0,1.0,0.5,1.0,1,1.0
com.eteks.sweethome3d.model.CatalogDoorOrWindow,180,214651,106,19,1.0,1.0,0.8181818181818182,0.8333333333333334,7,0.96875
com.eteks.sweethome3d.model.CatalogTexture,180,218038,91,31,1.0,1.0,0.9642857142857143,1.0,1,0.8108108108108109
com.eteks.sweethome3d.model.TextStyle,180,216178,57,24,0.868421052631579,0.9230769230769231,0.9090909090909091,0.8518518518518519,0,0.5555555555555556
com.eteks.sweethome3d.model.FurnitureCatalog,180,207873,85,15,0.9523809523809523,0.9,0.23076923076923078,0.85,4,0.55
com.eteks.sweethome3d.model.Label,180,230153,122,49,0.9090909090909091,0.8888888888888888,0.9019607843137255,0.9757575757575757,0,0.650887573964497
com.eteks.sweethome3d.model.UserPreferences,180,211682,3,2,0.26337448559670784,0.22727272727272727,0.0,0.1858974358974359,0,0.0
com.eteks.sweethome3d.model.SelectionEvent,180,198818,11,4,1.0,1.0,0.5,1.0,1,1.0
com.eteks.sweethome3d.model.HomeDoorOrWindow,180,225033,196,32,1.0,1.0,0.8767123287671232,0.972972972972973,1,0.43243243243243246
com.eteks.sweethome3d.model.CatalogLight,180,209729,65,12,1.0,1.0,0.6666666666666666,0.6666666666666666,6,0.6666666666666666
com.eteks.sweethome3d.model.ObserverCamera,180,231465,69,30,0.967741935483871,0.9642857142857143,0.7843137254901961,0.9965635738831615,0,0.6013745704467354
com.eteks.sweethome3d.model.FurnitureCategory,180,220565,103,28,1.0,1.0,0.6923076923076923,0.96,7,0.52
com.eteks.sweethome3d.model.Level,180,221947,99,40,0.8771929824561403,0.8620689655172413,0.9811320754716981,0.9285714285714286,0,0.4
com.eteks.sweethome3d.model.DimensionLine,180,254442,151,64,0.9553571428571429,0.9767441860465116,0.9305555555555556,0.9983136593591906,0,0.3478964401294498
com.eteks.sweethome3d.model.Camera,180,265249,140,55,0.8648648648648649,0.8571428571428571,0.9803921568627451,0.976303317535545,2,0.39919354838709675
com.eteks.sweethome3d.model.LengthUnit,180,358249,759,86,0.6044444444444445,0.5555555555555556,0.6590909090909091,0.7003841229193342,0,0.47570332480818417
com.eteks.sweethome3d.model.Home,180,395528,2297,212,0.7052845528455285,0.5993485342019544,0.33035714285714285,0.6733167082294265,25,0.24764150943396226
weka.filters.unsupervised.attribute.FirstOrder,180,215433,51,18,0.34408602150537637,0.3333333333333333,0.25925925925925924,0.25806451612903225,2,0.12258064516129032
weka.filters.unsupervised.attribute.PKIDiscretize,180,218019,65,23,0.8688524590163934,0.78125,0.375,0.5486725663716814,3,0.23008849557522124
weka.filters.unsupervised.attribute.AddID,180,214073,78,24,0.5454545454545454,0.5526315789473685,0.34285714285714286,0.5048543689320388,4,0.1111111111111111
weka.filters.unsupervised.attribute.AddExpression,180,223146,63,25,0.5862068965517241,0.6486486486486487,0.3684210526315789,0.6384615384615384,2,0.3082706766917293
com.eteks.sweethome3d.model.HomePieceOfFurniture,180,418180,4240,278,0.8284023668639053,0.676,0.7581395348837209,0.8554095045500506,1,0.16481294236602628
weka.filters.unsupervised.attribute.TimeSeriesTranslate,180,203466,27,9,0.23809523809523808,0.25806451612903225,0.06666666666666667,0.046511627906976744,3,0.015503875968992248
weka.filters.unsupervised.attribute.AddUserFieldsBeanInfo,180,231808,2,1,1.0,1.0,0.42857142857142855,1.0,0,1.0
weka.filters.unsupervised.attribute.RemoveType,180,228382,91,33,0.6666666666666666,0.8363636363636363,0.1506849315068493,0.6834862385321101,5,0.30493273542600896
com.eteks.sweethome3d.model.Compass,180,353867,773,74,0.99125,0.8985507246376812,0.8421052631578947,0.9897540983606558,1,0.0
weka.filters.unsupervised.attribute.KernelFilter,180,243333,151,48,0.6699029126213593,0.631578947368421,0.43283582089552236,0.7027027027027027,5,0.2864583333333333
weka.filters.unsupervised.attribute.SortLabels,180,251860,163,45,0.7886178861788617,0.7910447761194029,0.3,0.6925925925925925,6,0.46691176470588236
weka.filters.unsupervised.attribute.AddValues,180,235495,90,29,0.5867768595041323,0.6417910447761194,0.34210526315789475,0.7783251231527094,6,0.4292682926829268
weka.filters.unsupervised.attribute.ClassAssigner,180,255957,100,31,0.8387096774193549,0.9032258064516129,0.4166666666666667,0.7975460122699386,2,0.5029940119760479
org.pdfsam.console.business.dto.commands.UnpackParsedCommand,180,197748,44,13,0.7307692307692307,0.47368421052631576,0.7123287671232876,0.03571428571428571,1,0.03333333333333333
org.pdfsam.console.business.dto.commands.PageLabelsParsedCommand,180,199509,45,13,0.7941176470588235,0.5,0.6976744186046512,0.034482758620689655,1,0.034482758620689655
weka.filters.unsupervised.attribute.AddUserFields,180,268433,138,48,0.6302083333333334,0.6483516483516484,0.3333333333333333,0.6997635933806147,5,0.3900709219858156
org.pdfsam.console.business.dto.commands.DecryptParsedCommand,180,208578,49,15,0.825,0.5789473684210527,0.7045454545454546,0.4457831325301205,1,0.6594202898550725
org.pdfsam.console.business.dto.commands.RotateParsedCommand,180,211208,66,18,0.813953488372093,0.6,0.7407407407407407,0.45348837209302323,1,0.6209677419354839
org.firebirdsql.encodings.Encoding_Cp866,180,205447,39,12,0.9090909090909091,1.0,1.0,1.0,6,0.37037037037037035
org.firebirdsql.encodings.Encoding_Cp437,180,205783,37,12,0.9090909090909091,1.0,1.0,1.0,6,0.37037037037037035
org.firebirdsql.encodings.Encoding_Cp1251,180,206034,36,12,0.9090909090909091,1.0,1.0,1.0,6,0.48148148148148145
org.pdfsam.console.business.dto.commands.AbstractParsedCommand,180,213843,50,15,1.0,1.0,0.21739130434782608,0.8947368421052632,1,0.75
org.firebirdsql.encodings.Encoding_Cp775,180,210855,39,12,0.9090909090909091,1.0,1.0,1.0,6,0.3333333333333333
org.pdfsam.console.business.dto.commands.MixParsedCommand,180,215859,73,26,0.8947368421052632,0.8260869565217391,0.7307692307692307,0.5813953488372093,1,0.5737704918032787
org.firebirdsql.encodings.Encoding_Cp850,180,209841,39,12,0.9090909090909091,1.0,1.0,1.0,6,0.4074074074074074
weka.filters.unsupervised.attribute.RenameAttribute,180,286085,141,41,0.9120879120879121,0.9772727272727273,0.4634146341463415,0.9583333333333334,3,0.4596774193548387
org.firebirdsql.encodings.Encoding_ISO8859_3,180,211952,38,12,0.9090909090909091,1.0,1.0,1.0,6,0.37037037037037035
org.pdfsam.console.business.dto.commands.SlideShowParsedCommand,180,223686,138,30,0.8529411764705882,0.76,0.7555555555555555,0.7777777777777778,1,0.6477272727272727
org.firebirdsql.encodings.Encoding_ISO8859_5,180,200615,37,12,0.9090909090909091,1.0,1.0,1.0,6,0.4444444444444444
weka.filters.unsupervised.attribute.Reorder,180,289269,95,32,0.59,0.6981132075471698,0.36363636363636365,0.6628352490421456,2,0.0916030534351145
weka.filters.unsupervised.attribute.AbstractTimeSeries,180,298269,80,25,0.7415730337078652,0.6724137931034483,0.24489795918367346,0.7611111111111111,4,0.3804347826086957
com.ib.client.ContractDetails,180,17725,2,1,1.0,1.0,1.0,1.0,0,0.011904761904761904
weka.filters.unsupervised.attribute.NumericCleaner,180,298001,185,66,0.8351648351648352,0.711340206185567,0.4491525423728814,0.7823691460055097,4,0.17048346055979643
org.pdfsam.console.business.dto.commands.DocumentInfoParsedCommand,180,230759,80,25,0.8297872340425532,0.5714285714285714,0.75,0.5888501742160279,1,0.6617954070981211
org.firebirdsql.encodings.Encoding_ISO8859_2,180,231489,41,12,0.9090909090909091,1.0,1.0,1.0,6,0.5185185185185185
org.firebirdsql.encodings.Encoding_ISO8859_4,180,227018,36,12,0.9090909090909091,1.0,1.0,1.0,6,0.48148148148148145
weka.filters.unsupervised.attribute.ClusterMembership,180,301471,104,36,0.4936708860759494,0.4329896907216495,0.3125,0.4838709677419355,7,0.14336917562724014
org.firebirdsql.encodings.Encoding_Cp861,180,206414,40,12,0.9090909090909091,1.0,1.0,1.0,6,0.37037037037037035
weka.filters.unsupervised.attribute.InterquartileRange,180,312736,154,55,0.46774193548387094,0.43609022556390975,0.19811320754716982,0.27244094488188975,10,0.10244648318042814
weka.filters.unsupervised.attribute.RandomProjection,180,295510,153,43,0.5166666666666667,0.379746835443038,0.26582278481012656,0.6305483028720626,7,0.0959079283887468
org.firebirdsql.encodings.Encoding_Cp858,180,204347,38,12,0.9090909090909091,1.0,1.0,1.0,6,0.37037037037037035
com.ib.client.UnderComp,180,29166,38,10,1.0,1.0,1.0,1.0,0,0.85
org.pdfsam.console.business.dto.commands.SplitParsedCommand,180,273527,145,33,0.8604651162790697,0.7241379310344828,0.7666666666666667,0.7125984251968503,1,0.7894736842105263
com.ib.client.ComboLeg,180,64252,61,18,1.0,1.0,1.0,1.0,1,0.7575757575757576
org.firebirdsql.encodings.CharacterTranslator,180,196885,1,1,0.11764705882352941,0.07142857142857142,0.0,0.0,1,0.0
weka.filters.unsupervised.attribute.Add,180,345230,118,43,0.6912751677852349,0.6944444444444444,0.36,0.8093525179856115,6,0.29432624113475175
net.kencochrane.a4j.beans.ShoppingCartResponse,180,13721,9,3,1.0,1.0,1.0,1.0,0,0.0
org.firebirdsql.encodings.Encoding_OneByte,180,284128,55,19,1.0,1.0,0.4444444444444444,0.9928571428571429,9,0.6
org.pdfsam.console.business.dto.commands.SetViewerParsedCommand,180,283417,154,52,0.8975903614457831,0.7777777777777778,0.7843137254901961,0.8142076502732241,1,0.7005253940455342
org.firebirdsql.encodings.Encoding_Cp1253,180,199241,40,12,0.9090909090909091,1.0,1.0,1.0,6,0.48148148148148145
org.firebirdsql.encodings.EncodingFactory,180,305901,109,89,0.9300411522633745,0.9538461538461539,0.48,0.8857142857142857,5,0.38961038961038963
com.ib.client.ScannerSubscription,180,83298,169,63,1.0,1.0,1.0,1.0,0,0.9178082191780822
org.firebirdsql.encodings.Encoding_Cp863,180,202067,35,12,0.9090909090909091,1.0,1.0,1.0,6,0.37037037037037035
org.firebirdsql.encodings.Encoding_Cp737,180,198698,36,12,0.9090909090909091,1.0,1.0,1.0,6,0.3333333333333333
org.firebirdsql.encodings.Encoding_Cp852,180,199696,39,12,0.9090909090909091,1.0,1.0,1.0,6,0.37037037037037035
org.templateit.MergeRegion,180,13454,2,1,1.0,1.0,1.0,1.0,0,1.0
org.firebirdsql.encodings.Encoding_Cp1254,180,201503,41,12,0.9090909090909091,1.0,1.0,1.0,6,0.37037037037037035
org.firebirdsql.encodings.Encoding_Cp864,180,202534,40,12,0.9090909090909091,1.0,1.0,1.0,6,0.4444444444444444
org.firebirdsql.encodings.Encoding_Cp865,180,199927,38,12,0.9090909090909091,1.0,1.0,1.0,6,0.37037037037037035
org.firebirdsql.encodings.Encoding_ISO8859_1,180,198456,38,12,0.9090909090909091,1.0,1.0,1.0,6,0.4074074074074074
org.templateit.Parameter,180,22574,32,12,1.0,1.0,1.0,1.0,0,1.0
org.firebirdsql.encodings.Encoding_Cp869,180,197384,40,12,0.9090909090909091,1.0,1.0,1.0,6,0.37037037037037035
com.ib.client.AnyWrapperMsgGenerator,180,195817,9,8,1.0,1.0,0.4666666666666667,1.0,0,1.0
org.firebirdsql.encodings.Encoding_Cp1255,180,201348,39,12,0.9090909090909091,1.0,1.0,1.0,6,0.4074074074074074
com.ib.client.EException,180,198389,18,9,1.0,1.0,0.7777777777777778,1.0,1,0.9642857142857143
br.com.jnfe.base.ConsReciNFe,180,15119,24,9,1.0,1.0,1.0,1.0,0,1.0
net.kencochrane.a4j.beans.FeedBack,180,195825,34,13,1.0,1.0,0.8666666666666667,1.0,0,1.0
net.kencochrane.a4j.beans.BrowseList,180,200250,49,13,1.0,1.0,0.6666666666666666,0.90625,4,0.90625
net.kencochrane.a4j.beans.Features,180,198771,58,16,1.0,0.9375,0.6,0.9148936170212766,6,0.425531914893617
net.kencochrane.a4j.beans.BlendedSearch,180,205567,57,15,1.0,1.0,0.6,0.925,6,0.725
net.kencochrane.a4j.beans.BrowseNode,180,206977,95,28,1.0,1.0,0.8461538461538461,0.8837209302325582,5,0.5116279069767442
net.kencochrane.a4j.beans.Items,180,203089,45,12,1.0,1.0,0.75,0.88,4,0.84
net.kencochrane.a4j.beans.SellerProfile,180,193752,7,3,1.0,1.0,0.6,1.0,0,1.0
net.kencochrane.a4j.beans.FullProduct,180,212766,57,17,1.0,1.0,0.8571428571428571,0.92,3,0.52
net.kencochrane.a4j.beans.ModeList,180,201496,35,9,1.0,1.0,0.875,0.8235294117647058,3,0.7058823529411765
com.ib.client.TickType,180,219881,52,52,1.0,1.0,0.3333333333333333,1.0,0,1.0
net.kencochrane.a4j.beans.Lists,180,205531,58,16,1.0,0.9375,0.6,0.9148936170212766,6,0.40425531914893614
net.kencochrane.a4j.beans.MiniProduct,180,206955,60,22,1.0,1.0,0.9047619047619048,0.9894736842105263,0,0.9894736842105263
net.kencochrane.a4j.DAO.Product,180,194329,8,3,0.24193548387096775,0.0967741935483871,0.5,0.5333333333333333,1,0.06666666666666667
com.ib.client.Contract,180,259252,129,33,0.9672131147540983,0.9361702127659575,0.75,0.9954954954954955,2,0.40501043841336115
net.kencochrane.a4j.beans.ProductInfo,180,215473,81,24,1.0,1.0,0.75,0.958904109589041,6,0.6164383561643836
net.kencochrane.a4j.beans.ThirdPartyProductInfo,180,201128,28,9,1.0,1.0,0.6666666666666666,0.9166666666666666,2,0.875
net.kencochrane.a4j.beans.SellerProfileDetails,180,206680,56,21,1.0,1.0,0.9130434782608695,1.0,0,1.0
net.kencochrane.a4j.DAO.Cart,180,201635,26,13,0.3953488372093023,0.23076923076923078,0.5,0.7956989247311828,5,0.07526881720430108
net.kencochrane.a4j.util.LoadProperties,180,197723,11,4,0.72,0.8333333333333334,0.75,0.6470588235294118,0,0.05
net.kencochrane.a4j.beans.ListingProductDetails,180,232409,154,58,1.0,1.0,0.9666666666666667,1.0,0,1.0
brain.ga.GAEnumAllelesSet,180,202265,43,11,1.0,1.0,0.8571428571428571,1.0,5,0.6666666666666666
brain.ga.GAAlgorithm,180,205977,39,14,0.9565217391304348,0.9285714285714286,0.8,0.8333333333333334,2,0.8333333333333334
com.ib.client.Util,180,251703,47,24,0.9642857142857143,0.9696969696969697,0.8421052631578947,0.9115646258503401,1,0.8163265306122449
brain.ga.GAUtilities,180,208313,8,7,1.0,1.0,0.6,1.0,1,0.8314606741573034
brain.ga.RankSelector,180,192901,25,5,1.0,1.0,0.5,1.0,4,1.0
brain.ga.UniformCrossover,180,193098,16,4,1.0,0.8,0.5,0.7727272727272727,3,0.18181818181818182
brain.ga.Population,180,205008,73,22,1.0,1.0,0.6428571428571429,0.9473684210526315,10,0.5
com.ib.client.Order,180,271818,370,76,1.0,0.9777777777777777,1.0,0.9569093610698366,1,0.47270306258322237
net.kencochrane.a4j.data.Query,180,225731,69,29,1.0,1.0,0.35714285714285715,0.9943502824858758,12,0.9760900140646976
com.densebrain.rif.client.RIFClassLoader,180,189590,12,5,0.7142857142857143,1.0,0.0625,1.0,4,0.0
brain.ga.VectorGenome,180,197657,38,10,1.0,1.0,0.8,1.0,5,0.5714285714285714
brain.ga.SectMutator,180,223247,24,4,1.0,1.0,0.3333333333333333,0.9444444444444444,3,0.3888888888888889
net.kencochrane.a4j.file.FileUtil,180,244231,122,43,0.6302521008403361,0.424,0.21515151515151515,0.8086283185840708,2,0.1394072447859495
org.templateit.NamedStyle,180,199082,28,12,1.0,1.0,0.8571428571428571,1.0,0,0.8947368421052632
org.templateit.OpMatcher,180,201027,19,19,0.8163265306122449,0.7333333333333333,0.42105263157894735,0.6833333333333333,1,0.43333333333333335
org.templateit.Reference,180,206710,37,16,1.0,1.0,0.8181818181818182,0.9904761904761905,0,0.4956521739130435
br.com.jnfe.base.C_ICMS,180,196586,26,14,0.7,1.0,0.5806451612903226,1.0,1,1.0
org.templateit.util.DelimitedFileReader,180,199904,40,11,1.0,1.0,0.6,1.0,2,0.75
br.com.jnfe.base.ContribICMS,180,189907,2,1,0.25,1.0,0.125,1.0,0,0.0
org.templateit.Region,180,205043,110,26,1.0,1.0,0.9047619047619048,1.0,2,0.576271186440678
br.com.jnfe.base.CRT,180,189882,2,1,0.25,1.0,0.125,1.0,0,0.0
br.com.jnfe.base.CST_COFINS,180,194796,18,10,0.5333333333333333,1.0,0.47368421052631576,0.8333333333333334,1,0.38095238095238093
br.com.jnfe.base.CST_PIS,180,194964,17,9,0.5333333333333333,1.0,0.42105263157894735,0.8333333333333334,1,0.38095238095238093
br.com.jnfe.base.CST_Grupo,180,195878,19,10,0.4444444444444444,1.0,0.5714285714285714,0.8666666666666667,1,0.3
br.com.jnfe.base.CStat,180,193507,10,6,0.42857142857142855,1.0,0.5,1.0,0,1.0
br.com.jnfe.base.FinNFe,180,188853,3,2,0.25,1.0,0.25,1.0,0,0.0
dsachat.gm.gui.ValueHolder,180,13911,9,3,1.0,1.0,1.0,1.0,0,0.5
br.com.jnfe.base.IndPag,180,190814,2,1,0.25,1.0,0.125,1.0,0,0.0
br.com.jnfe.base.Orig,180,190578,8,4,0.375,1.0,0.2857142857142857,1.0,0,0.0
br.com.jnfe.base.RegimeEspecialTributario,180,190541,2,1,0.25,1.0,0.125,1.0,0,0.0
br.com.jnfe.base.ProcEmi,180,192713,3,2,0.25,1.0,0.25,1.0,0,0.0
br.com.jnfe.base.TpImp,180,191206,2,1,0.25,1.0,0.125,1.0,0,0.0
br.com.jnfe.base.TpEmis,180,191239,3,2,0.25,1.0,0.25,1.0,0,0.0
br.com.jnfe.base.TpObsNFe,180,192254,3,2,0.25,1.0,0.25,1.0,0,0.0
br.com.jnfe.base.SitNFe,180,196126,11,6,0.375,1.0,0.4,1.0,0,0.0
br.com.jnfe.base.TpDet,180,196237,8,5,0.25,1.0,0.45454545454545453,1.0,0,0.0
br.com.jnfe.base.TpVeiculo,180,191829,2,1,0.25,1.0,0.125,1.0,0,0.0
br.com.jnfe.base.TProvince,180,195367,18,7,1.0,1.0,0.7777777777777778,1.0,0,1.0
br.com.jnfe.base.TpSerie,180,197320,9,6,0.6,1.0,0.30434782608695654,0.9722222222222222,0,0.6136363636363636
org.databene.jdbacl.identity.InvalidIdentityDefinitionError,180,16853,6,3,1.0,1.0,1.0,1.0,0,1.0
br.com.jnfe.base.UF,180,194164,8,6,0.6,1.0,0.38461538461538464,0.9672131147540983,0,0.49206349206349204
br.com.jnfe.base.service.DOMNFeKeyInfoBuilder,180,196212,8,2,0.625,1.0,0.0,0.0,2,0.0
fr.unice.gfarce.interGraph.QuitterAction,180,190948,3,1,0.75,1.0,1.0,1.0,1,0.0
br.com.jnfe.base.service.DOMNFeSignatureHandler,180,202918,28,6,0.8947368421052632,0.8181818181818182,1.0,0.8620689655172413,1,0.2413793103448276
org.databene.jdbacl.DBExecutionResult,180,12148,2,1,1.0,1.0,1.0,1.0,0,0.0
fr.unice.gfarce.interGraph.ExportExelAction,180,216803,2,1,0.8,1.0,1.0,0.0,0,0.0
fr.unice.gfarce.interGraph.SharedListSelectionHandlerEtu,180,215712,2,1,0.13333333333333333,0.3333333333333333,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.SharedListSelectionHandlerResp,180,218439,2,1,0.2222222222222222,0.3333333333333333,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.SupprFormationAction,180,219353,2,1,0.3333333333333333,1.0,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.SupprRespAction,180,219838,2,1,0.35294117647058826,1.0,1.0,0.03571428571428571,1,0.0
fr.unice.gfarce.interGraph.ChoixDB4O,180,213191,1,1,0.0,0.1,0.0,0.0,1,0.0
fr.unice.gfarce.interGraph.ModifierRespAction,180,218302,2,1,0.5,1.0,1.0,0.2,1,0.0
fr.unice.gfarce.interGraph.ModifierFormationAction,180,220003,2,1,0.5555555555555556,1.0,1.0,0.25,1,0.0
fr.unice.gfarce.interGraph.AProposAction,180,221983,2,1,0.8,1.0,1.0,1.0,1,0.0
fr.unice.gfarce.interGraph.SimpleTableDemo,180,218764,3,1,0.0,0.0,0.0,0.0,1,0.0
fr.unice.gfarce.interGraph.ChargeBaseAction,180,219102,2,1,0.4,1.0,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.EnvoiRespAction,180,220748,2,1,0.15625,1.0,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.ChargeImageAction,180,220491,2,1,0.23809523809523808,0.2,1.0,0.05333333333333334,1,0.0
fr.unice.gfarce.interGraph.EnvoiAcceptBourseAction,180,218613,2,1,0.06349206349206349,0.2,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.SupprimeEtuAction,180,222518,2,1,0.14705882352941177,1.0,1.0,0.0,1,0.0
fr.unice.gfarce.interGraph.MonFiltre,180,204785,46,13,1.0,1.0,1.0,0.9516129032258065,2,0.828125
org.databene.jdbacl.ResultsWithMetadata,180,18087,20,6,1.0,1.0,1.0,1.0,0,1.0
fr.unice.gfarce.interGraph.TableStockage,180,245982,88,31,1.0,1.0,0.59375,0.9714285714285714,12,0.6560509554140127
fr.unice.gfarce.interGraph.CreationFormateurAction,180,223008,2,1,0.21428571428571427,0.1111111111111111,1.0,0.005988023952095809,1,0.0
